customer_id,signup_at,region,risk_band,credit_limit_usd,status,is_confirmed_fraud
1277,2026-05-07,NA,D,1500,defaulted,False
1278,2025-01-27,EU,B,2800,active,False
1279,2026-05-02,NA,A,2800,active,False
1280,2025-11-09,NA,C,2400,active,False
1281,2026-01-02,NA,A,4900,active,False
1282,2025-06-19,NA,B,4150,active,False
1283,2026-05-13,EU,B,2400,active,False
1284,2025-12-11,NA,D,1250,active,False
1285,2025-09-23,APAC,C,1550,active,False
1286,2025-03-11,NA,C,2750,active,False
1287,2026-03-29,LATAM,D,850,active,False
1288,2026-03-15,NA,B,3850,active,False
1289,2025-08-29,NA,C,1800,active,False
1290,2025-11-20,EU,B,3000,active,False
1291,2025-03-16,NA,B,3800,active,False
1292,2025-12-02,NA,D,1000,defaulted,False
1293,2025-01-08,APAC,C,1700,active,False
1294,2025-04-21,APAC,A,4650,active,False
1295,2025-04-25,NA,A,4700,active,False
1296,2025-10-23,LATAM,B,2500,active,False
1297,2025-11-07,NA,C,1500,active,False
1298,2025-12-09,APAC,D,1500,active,False
1299,2025-05-24,APAC,D,1600,active,False
1300,2025-02-27,NA,C,2300,defaulted,False
1301,2025-12-23,EU,C,2700,active,False
1302,2025-12-30,EU,A,5350,active,False
1303,2025-07-31,NA,B,2650,active,False
1304,2025-06-27,EU,B,2950,active,False
1305,2026-05-21,NA,A,4900,active,False
1306,2025-08-19,NA,D,1000,active,False
1307,2025-07-10,NA,A,4450,active,False
1308,2026-04-19,APAC,C,1800,active,False
1309,2025-01-19,EU,A,3050,active,False
1310,2025-08-29,EU,C,2650,active,False
1311,2026-03-24,NA,B,2250,active,False
1312,2025-08-24,NA,D,1350,active,False
1313,2025-09-24,EU,B,2400,active,False
1314,2025-05-30,NA,B,2200,active,False
1315,2026-05-17,LATAM,A,4650,active,False
1316,2025-03-19,NA,B,3000,active,False
1317,2026-05-06,NA,A,3450,active,False
1318,2025-11-30,LATAM,A,4200,active,False
1319,2026-02-12,NA,D,1600,active,False
1320,2025-04-16,EU,D,1050,active,False
1321,2025-10-31,NA,B,2700,active,False
1322,2025-10-26,APAC,B,3700,active,False
1323,2026-04-20,APAC,B,3450,active,False
1324,2025-11-18,APAC,D,1550,active,False
1325,2026-03-04,NA,D,1650,active,False
1326,2025-06-24,NA,C,1700,active,False
1327,2025-06-05,NA,D,1200,active,False
1328,2025-07-09,EU,D,950,active,False
1329,2026-02-22,LATAM,D,1300,active,False
1330,2025-05-27,NA,A,3750,active,False
1331,2025-04-16,APAC,B,2150,active,False
1332,2026-02-09,NA,B,2400,active,False
1333,2025-11-24,NA,A,5050,active,False
1334,2025-08-25,EU,A,2900,active,False
1335,2025-08-24,APAC,B,2500,active,False
1336,2025-03-20,EU,D,1100,active,False
1337,2026-01-31,EU,B,2400,active,False
1338,2025-05-25,EU,C,2700,defaulted,False
1339,2025-06-15,NA,C,2100,active,False
1340,2025-06-01,LATAM,D,1450,active,False
1341,2025-05-14,APAC,A,3300,active,False
1342,2025-03-20,NA,A,3000,active,False
1343,2025-03-22,APAC,A,4150,active,False
1344,2025-08-07,LATAM,E,800,active,False
1345,2025-11-25,NA,B,3600,active,False
1346,2026-01-21,NA,E,850,active,False
1347,2025-11-26,NA,D,1300,active,False
1348,2025-12-19,APAC,D,1000,active,False
1349,2025-08-18,EU,C,1650,active,False
1350,2025-12-30,EU,B,3000,active,False
1351,2025-01-19,NA,D,800,active,False
1352,2025-09-02,EU,C,2450,active,False
1353,2026-04-27,NA,A,3200,active,False
1354,2026-02-18,EU,C,1650,active,False
1355,2026-01-22,NA,B,3050,active,False
1356,2025-08-20,EU,A,2900,active,False
1357,2025-08-26,NA,C,2700,active,False
1358,2026-03-09,LATAM,B,3850,active,False
1359,2025-01-07,NA,C,2000,active,False
1360,2025-11-15,EU,D,1250,active,False
1361,2025-03-25,NA,D,1550,active,False
1362,2025-07-02,NA,B,3400,active,False
1363,2026-05-16,LATAM,C,2250,active,False
1364,2025-09-26,NA,B,3500,active,False
1365,2025-12-26,NA,E,700,active,False
1366,2026-05-13,NA,A,3600,active,False
1367,2025-03-21,NA,C,2100,active,False
1368,2025-10-13,EU,B,3600,active,False
1369,2026-02-02,NA,E,950,active,False
1370,2025-04-25,NA,B,2300,active,False
1371,2026-01-21,NA,D,1300,active,False
1372,2025-08-22,APAC,A,3150,active,False
1373,2025-04-13,NA,C,1600,active,False
1374,2025-01-31,NA,B,3850,active,False
1375,2025-05-03,NA,B,2750,active,False
1376,2026-02-28,NA,A,5300,active,False
1377,2026-02-03,NA,B,3400,active,False
1378,2026-01-18,NA,B,2200,active,False
1379,2026-05-04,NA,E,600,active,False
1380,2026-01-31,APAC,D,1100,active,False
1381,2025-10-11,NA,B,4000,active,False
1382,2025-09-30,NA,A,4800,active,False
1383,2026-02-19,NA,A,4850,active,False
1384,2025-03-09,EU,A,3250,active,False
1385,2025-10-01,EU,C,1750,active,False
1386,2025-03-16,EU,C,2200,active,False
1387,2026-05-19,LATAM,C,2050,active,False
1388,2025-08-05,APAC,C,1650,active,False
1389,2025-09-03,NA,C,1500,active,False
1390,2026-05-31,LATAM,C,2550,active,False
1391,2025-09-09,APAC,B,4050,active,False
1392,2026-03-06,NA,B,2250,active,False
1393,2025-05-08,NA,A,4100,active,False
1394,2026-04-09,NA,B,3450,active,False
1395,2025-05-01,EU,C,1950,active,False
1396,2026-01-25,APAC,D,1350,active,False
1397,2025-12-12,NA,B,2450,active,False
1398,2025-11-10,NA,A,3550,active,False
1399,2026-01-24,NA,C,2300,active,False
1400,2025-05-22,EU,C,1700,active,False
1401,2025-01-30,APAC,C,1400,active,False
1402,2026-05-05,NA,D,1150,active,False
1403,2025-06-03,NA,A,4400,active,False
1404,2026-03-09,EU,E,850,defaulted,False
1405,2025-11-22,APAC,B,3500,active,False
1406,2026-01-23,APAC,B,2900,active,False
1407,2025-04-13,NA,D,1350,defaulted,False
1408,2025-04-15,NA,D,1600,defaulted,False
1409,2025-08-28,EU,B,3650,active,False
1410,2025-04-11,EU,B,2850,defaulted,False
1411,2026-05-10,NA,A,3450,active,False
1412,2025-10-29,APAC,C,2300,active,False
1413,2025-07-27,NA,C,2750,active,False
1414,2026-01-23,EU,D,1500,active,False
1415,2025-12-18,APAC,B,3500,active,False
1416,2025-05-15,APAC,B,3100,active,False
1417,2026-01-07,NA,B,2300,active,False
1418,2026-02-18,NA,C,1700,active,False
1419,2025-12-17,EU,C,2050,active,False
1420,2025-05-04,EU,D,950,active,False
1421,2025-10-20,EU,A,5050,active,False
1422,2025-02-02,APAC,D,1150,active,False
1423,2025-07-10,APAC,A,3900,active,False
1424,2025-10-31,NA,A,5100,active,False
1425,2025-10-05,EU,C,2650,active,False
1426,2025-03-11,EU,B,2500,active,False
1427,2025-10-13,NA,B,3400,active,False
1428,2025-09-09,NA,B,3250,active,False
1429,2026-02-03,APAC,C,1650,active,False
1430,2025-08-13,NA,C,2450,active,False
1431,2026-02-13,APAC,E,900,active,False
1432,2025-08-21,EU,B,2950,defaulted,False
1433,2025-06-11,EU,A,4350,active,False
1434,2025-11-25,EU,E,700,active,False
1435,2025-11-20,EU,B,2250,active,False
1436,2026-01-26,EU,C,2100,active,False
1437,2026-05-02,EU,C,2000,active,False
1438,2026-05-26,EU,C,2600,active,False
1439,2025-03-09,EU,C,1900,defaulted,False
1440,2025-11-06,NA,D,1300,active,False
1441,2025-07-12,LATAM,D,1200,defaulted,False
1442,2026-02-19,APAC,B,2950,active,False
1443,2026-03-31,EU,A,3100,active,False
1444,2026-03-09,EU,C,2550,active,False
1445,2025-11-10,NA,A,4000,active,False
1446,2025-03-09,EU,D,1250,active,False
1447,2025-08-07,EU,D,1000,active,False
1448,2025-04-21,EU,A,3400,active,False
1449,2025-08-07,NA,C,1600,active,False
1450,2025-07-28,EU,B,3450,active,False
1451,2025-11-04,NA,A,4400,active,False
1452,2026-03-07,NA,B,2500,active,False
1453,2025-12-05,EU,A,5100,active,False
1454,2025-05-01,NA,A,3400,active,False
1455,2026-01-26,NA,B,3000,active,False
1456,2026-03-11,NA,A,4250,active,False
1457,2025-03-21,NA,A,3700,active,False
1458,2025-07-06,EU,B,2600,active,False
1459,2026-01-28,EU,B,3800,active,False
1460,2026-04-30,EU,C,2750,active,False
1461,2025-06-04,APAC,B,3800,active,False
1462,2025-03-15,EU,B,3550,active,False
1463,2025-06-26,APAC,D,1350,defaulted,False
1464,2025-07-05,NA,E,750,active,False
1465,2025-04-10,LATAM,D,1300,defaulted,True
1466,2025-08-22,NA,B,3750,active,False
1467,2025-10-14,NA,B,2750,active,False
1468,2026-03-13,EU,A,2900,active,False
1469,2025-12-28,EU,C,2500,active,False
1470,2026-02-17,NA,C,1650,defaulted,False
1471,2025-08-12,APAC,C,1550,defaulted,False
1472,2026-03-23,NA,B,3450,active,False
1473,2025-02-16,APAC,A,4450,active,False
1474,2025-01-15,NA,B,2550,defaulted,False
1475,2026-03-16,NA,A,4750,active,False
1476,2025-10-17,LATAM,A,4300,active,False
1477,2025-06-15,NA,B,3350,defaulted,False
1478,2025-02-20,EU,B,2600,active,False
1479,2026-02-28,APAC,D,1350,active,False
1480,2025-10-22,NA,C,1550,active,False
1481,2025-06-21,NA,C,2100,active,False
1482,2025-03-09,EU,B,2150,active,False
1483,2026-04-24,NA,D,1100,active,False
1484,2025-05-18,APAC,A,4350,active,False
1485,2026-05-16,EU,C,2450,active,False
1486,2025-10-13,EU,B,2550,active,False
1487,2026-01-14,NA,C,1400,active,False
1488,2026-04-05,APAC,B,3650,active,False
1489,2025-03-09,EU,A,4150,active,False
1490,2025-03-01,EU,A,4650,active,False
1491,2025-05-16,EU,A,5450,active,False
1492,2025-12-15,EU,D,1650,active,False
1493,2026-05-16,NA,B,2950,active,False
1494,2025-06-22,NA,B,3050,active,False
1495,2025-08-18,NA,B,3900,defaulted,False
1496,2025-02-07,NA,A,5300,active,False
1497,2026-04-10,EU,D,1000,active,False
1498,2025-07-27,APAC,D,850,active,False
1499,2026-03-22,NA,B,2600,active,False
1500,2026-05-03,EU,E,900,defaulted,False
1501,2025-09-28,NA,A,5000,active,False
1502,2026-05-11,NA,B,2500,active,False
1503,2025-10-28,NA,D,1000,active,False
1504,2025-01-06,APAC,B,3700,active,False
1505,2025-01-13,APAC,D,1250,active,False
1506,2026-05-12,APAC,A,4100,active,False
1507,2026-02-26,EU,C,2350,defaulted,False
1508,2025-03-22,APAC,B,3100,active,False
1509,2025-10-16,APAC,D,1500,active,False
1510,2026-04-24,APAC,C,1950,active,False
1511,2025-10-25,EU,B,4150,active,False
1512,2025-06-06,APAC,C,2450,active,False
1513,2025-02-12,APAC,A,5400,active,False
1514,2025-03-01,NA,A,5050,active,False
1515,2025-05-27,EU,C,1650,active,False
1516,2025-07-16,NA,C,1800,defaulted,False
1517,2025-07-27,APAC,D,850,defaulted,False
1518,2025-07-25,APAC,B,3050,active,False
1519,2025-10-02,EU,E,750,active,False
1520,2025-01-04,NA,B,2700,active,False
1521,2026-02-26,EU,C,2500,active,False
1522,2025-01-21,EU,C,1800,active,False
1523,2025-01-13,EU,A,3950,active,False
1524,2025-06-15,NA,E,950,defaulted,False
1525,2026-01-29,NA,C,1650,active,False
1526,2025-07-28,EU,C,1950,active,False
1527,2025-10-30,APAC,A,4950,active,False
1528,2026-02-07,NA,B,2950,active,False
1529,2025-02-03,NA,C,2200,active,False
1530,2025-06-02,NA,C,1800,active,False
1531,2025-06-09,EU,A,4750,active,False
1532,2025-05-10,EU,B,2850,active,False
1533,2025-12-07,EU,E,500,active,False
1534,2026-04-22,NA,C,1900,active,False
1535,2026-05-13,NA,B,2300,active,False
1536,2026-02-24,APAC,B,2450,active,False
1537,2025-04-18,NA,B,3900,active,False
1538,2025-11-18,APAC,C,2350,active,False
1539,2026-03-14,NA,D,900,active,False
1540,2026-04-14,APAC,C,2450,active,False
1541,2025-05-04,NA,C,1600,active,False
1542,2025-08-07,LATAM,D,1300,active,False
1543,2025-09-05,EU,C,1400,active,False
1544,2025-03-28,EU,C,1450,active,False
1545,2026-03-25,NA,D,1350,active,False
1546,2025-07-11,APAC,C,1850,active,False
1547,2025-12-25,APAC,A,4200,active,False
1548,2025-05-18,NA,C,1600,active,False
1549,2025-01-25,LATAM,B,2250,active,False
1550,2025-11-23,NA,A,3350,active,False
1551,2025-11-11,EU,C,2550,active,False
1552,2025-05-23,APAC,D,1150,active,False
1553,2026-04-26,APAC,D,1600,active,False
1554,2025-01-04,EU,A,3050,active,False
1555,2026-03-31,NA,D,1550,active,False
1556,2025-04-25,EU,A,5400,active,False
1557,2025-11-08,NA,D,1300,defaulted,False
1558,2026-05-01,NA,A,4800,active,False
1559,2026-03-01,NA,B,3050,active,False
1560,2026-05-09,NA,B,3050,active,False
1561,2025-06-18,EU,C,2750,active,False
1562,2025-12-18,APAC,A,3850,defaulted,False
1563,2026-04-19,LATAM,C,2250,active,False
1564,2025-08-08,NA,B,2500,active,False
1565,2025-04-18,NA,D,900,defaulted,False
1566,2025-06-13,LATAM,A,3900,active,False
1567,2025-08-23,NA,B,3350,active,False
1568,2025-01-11,NA,C,1400,defaulted,False
1569,2025-02-23,LATAM,B,2700,defaulted,False
1570,2026-01-06,APAC,C,1900,active,False
1571,2025-02-26,EU,B,4100,active,False
1572,2026-05-16,EU,B,4000,active,False
1573,2026-05-17,APAC,D,1300,active,False
1574,2025-09-15,EU,C,2400,defaulted,False
1575,2025-12-10,NA,A,4550,active,False
1576,2025-10-02,EU,A,5100,active,False
1577,2026-03-29,APAC,B,2900,active,False
1578,2025-10-27,LATAM,C,2050,active,False
1579,2025-09-05,EU,A,5050,active,False
1580,2025-04-06,APAC,D,1550,defaulted,False
1581,2025-06-27,NA,E,750,active,False
1582,2026-01-14,EU,A,4850,active,False
1583,2025-12-24,EU,E,850,defaulted,False
1584,2025-10-01,NA,A,5300,active,False
1585,2026-04-23,EU,A,3100,active,False
1586,2025-04-12,EU,D,1350,defaulted,False
1587,2025-03-18,NA,D,1250,defaulted,False
1588,2025-01-25,APAC,C,2150,active,False
1589,2025-03-15,NA,B,3250,defaulted,False
1590,2026-01-11,NA,C,2400,active,False
1591,2025-02-19,APAC,B,4000,active,False
1592,2025-04-03,NA,C,1550,active,False
1593,2026-03-20,EU,B,2700,active,False
1594,2025-08-04,EU,E,900,active,False
1595,2026-05-08,EU,C,2650,active,False
1596,2025-04-14,NA,A,4600,active,False
1597,2026-03-18,EU,D,1200,active,False
1598,2025-06-19,EU,B,3900,defaulted,False
1599,2025-03-30,NA,B,3000,active,False
1600,2025-05-27,NA,C,1650,active,False
1601,2025-03-09,EU,B,3350,active,False
1602,2025-09-08,APAC,D,1000,active,False
1603,2025-06-06,NA,C,2650,active,False
1604,2025-09-21,EU,B,2950,active,False
1605,2026-04-10,NA,D,1400,active,False
1606,2025-01-04,NA,A,3700,active,False
1607,2025-05-01,APAC,B,2850,active,False
1608,2025-04-24,EU,C,2500,active,False
1609,2025-08-03,EU,B,3050,active,False
1610,2025-09-24,EU,B,2700,active,False
1611,2025-06-08,EU,B,3050,active,False
1612,2025-04-10,EU,B,3850,active,False
1613,2025-03-09,APAC,A,3850,defaulted,False
1614,2026-04-03,NA,D,900,defaulted,False
1615,2025-11-06,NA,E,800,defaulted,False
1616,2026-04-18,NA,B,3850,active,False
1617,2025-11-18,NA,B,2400,defaulted,False
1618,2026-03-07,NA,D,1500,active,False
1619,2025-12-13,NA,B,3950,active,False
1620,2025-04-05,EU,B,2850,active,False
1621,2026-05-17,EU,C,2100,defaulted,False
1622,2026-05-08,NA,B,2550,active,False
1623,2025-08-22,EU,A,3150,active,False
1624,2026-05-12,APAC,D,1550,defaulted,False
1625,2025-01-28,EU,B,3250,active,False
1626,2025-03-12,EU,E,850,defaulted,False
1627,2025-01-25,EU,B,3650,active,False
1628,2026-03-04,EU,B,2150,active,False
1629,2026-04-28,NA,B,3800,active,False
1630,2025-03-21,NA,A,4250,active,False
1631,2025-05-25,LATAM,C,1550,active,False
1632,2026-05-13,APAC,D,1600,active,False
1633,2026-05-09,APAC,E,600,active,False
1634,2025-07-07,NA,D,1250,active,False
1635,2026-04-15,NA,E,550,active,False
1636,2025-08-15,NA,A,3400,active,False
1637,2025-03-30,EU,B,3300,active,False
1638,2025-07-30,NA,A,3700,active,False
1639,2025-05-26,APAC,D,800,active,False
1640,2025-02-08,EU,A,3600,active,False
1641,2025-09-21,NA,C,2250,active,False
1642,2025-12-13,EU,C,1400,active,False
1643,2026-05-28,EU,B,2700,active,False
1644,2026-03-15,APAC,A,4750,active,False
1645,2026-04-06,LATAM,A,3700,active,False
1646,2025-03-15,EU,B,2100,active,False
1647,2025-04-22,EU,C,1650,active,False
1648,2025-03-25,EU,A,5050,active,False
1649,2025-04-02,NA,A,5050,active,False
1650,2025-08-06,LATAM,C,1800,active,False
1651,2025-08-30,LATAM,B,2800,active,False
1652,2025-12-18,NA,B,2500,active,False
1653,2025-04-18,NA,B,2500,active,False
1654,2025-08-13,NA,B,2950,active,False
1655,2026-04-18,NA,C,1800,active,False
1656,2025-03-27,NA,B,4100,active,False
1657,2025-09-06,NA,B,3600,active,False
1658,2025-05-30,APAC,B,3700,active,False
1659,2026-03-19,NA,B,4150,active,False
1660,2026-02-14,APAC,C,2400,active,False
1661,2026-03-18,EU,D,1400,active,False
1662,2025-09-25,NA,C,1500,active,False
1663,2025-10-20,LATAM,B,3850,active,False
1664,2025-07-04,APAC,B,3800,active,False
1665,2026-01-22,NA,C,2350,active,False
1666,2026-03-22,NA,E,850,active,False
1667,2025-07-15,NA,D,950,active,False
1668,2025-10-16,EU,B,3250,active,False
1669,2025-01-02,NA,B,2800,active,False
1670,2026-02-19,NA,B,2400,active,False
1671,2025-10-06,NA,A,5250,active,False
1672,2026-02-08,NA,C,2750,active,False
1673,2025-01-20,NA,D,1650,defaulted,False
1674,2025-04-09,EU,C,1600,active,False
1675,2025-07-02,APAC,C,2000,active,False
1676,2025-02-08,NA,E,750,defaulted,False
1677,2026-02-18,EU,B,3400,active,False
1678,2025-05-02,NA,C,2300,active,False
1679,2025-01-28,NA,A,3150,active,False
1680,2025-06-03,NA,C,2650,active,False
1681,2025-05-26,NA,A,3250,active,False
1682,2025-02-18,APAC,D,1200,defaulted,False
1683,2026-01-10,NA,C,1550,active,False
1684,2025-01-02,APAC,B,3700,active,False
1685,2026-03-09,APAC,C,2650,active,False
1686,2025-02-15,NA,B,2150,active,False
1687,2025-08-01,APAC,D,1400,defaulted,False
1688,2025-03-29,APAC,A,5100,active,False
1689,2025-04-07,LATAM,E,500,active,False
1690,2025-08-28,NA,A,4000,active,False
1691,2026-04-23,APAC,A,3900,active,False
1692,2025-03-22,APAC,C,2750,active,False
1693,2026-05-22,NA,B,3350,active,False
1694,2025-08-12,LATAM,A,3200,active,False
1695,2025-07-12,NA,B,2250,active,False
1696,2025-04-01,NA,D,1600,defaulted,False
1697,2026-03-18,EU,A,3250,active,False
1698,2025-09-28,EU,E,700,active,True
1699,2025-02-27,NA,B,4000,active,False
1700,2025-10-28,APAC,C,1950,active,False
1701,2025-04-17,APAC,B,3900,active,False
1702,2025-08-20,NA,A,5500,active,False
1703,2026-01-30,NA,B,3000,active,False
1704,2025-02-14,EU,C,2150,active,False
1705,2025-08-09,EU,C,1850,active,False
1706,2026-03-03,APAC,C,2150,active,False
1707,2026-04-08,APAC,B,2900,active,False
1708,2025-11-18,APAC,D,950,active,False
1709,2026-03-23,LATAM,D,1150,active,False
1710,2025-02-04,LATAM,B,2250,active,False
1711,2025-08-30,NA,D,1500,active,False
1712,2026-02-20,EU,D,1250,defaulted,False
1713,2026-04-11,NA,C,1650,active,False
1714,2025-11-24,APAC,B,2450,active,False
1715,2025-10-17,NA,C,2750,active,True
1716,2025-01-30,NA,B,3800,defaulted,False
1717,2025-08-22,NA,C,1550,active,False
1718,2025-10-07,EU,B,4150,active,False
1719,2025-03-26,APAC,B,3050,active,False
1720,2026-04-28,EU,C,1900,active,False
1721,2026-01-25,EU,B,3900,active,False
1722,2026-03-03,NA,C,2100,active,False
1723,2025-06-18,EU,B,3200,active,False
1724,2026-05-16,APAC,C,1750,active,False
1725,2025-05-15,NA,C,1900,active,False
1726,2025-01-26,EU,B,3650,active,False
1727,2026-01-04,EU,D,1500,active,False
1728,2025-11-01,EU,A,3500,active,False
1729,2025-12-09,EU,C,1850,active,False
1730,2025-09-05,EU,A,3250,active,False
1731,2025-08-04,LATAM,B,3350,active,False
1732,2025-07-04,NA,B,2250,active,False
1733,2025-07-08,EU,C,1700,active,False
1734,2026-05-06,NA,D,950,active,False
1735,2025-06-16,NA,B,3700,active,False
1736,2025-05-27,NA,A,3650,active,False
1737,2025-06-11,NA,B,3250,active,False
1738,2025-02-24,NA,C,1400,active,False
1739,2025-06-12,LATAM,C,2350,active,False
1740,2026-05-21,APAC,B,3000,active,False
1741,2026-05-29,NA,B,3350,active,False
1742,2026-02-28,EU,B,3400,active,False
1743,2025-09-02,NA,C,1750,active,False
1744,2025-07-01,APAC,D,1250,active,False
1745,2025-10-30,NA,C,2100,active,False
1746,2025-02-02,EU,B,3550,active,False
1747,2025-05-04,NA,E,750,active,False
1748,2025-12-04,EU,D,1450,active,False
1749,2025-01-25,NA,B,2450,active,False
1750,2025-12-17,NA,A,2950,active,False
1751,2025-01-04,LATAM,B,2400,defaulted,False
1752,2026-04-18,NA,A,5150,active,False
1753,2025-01-27,EU,D,1000,active,False
1754,2025-03-02,NA,D,1350,defaulted,False
1755,2025-01-16,EU,C,1450,active,False
1756,2025-05-19,NA,A,4100,active,False
1757,2026-02-09,EU,C,2500,active,False
1758,2026-03-30,LATAM,B,3600,active,False
1759,2025-02-22,APAC,C,2100,defaulted,False
1760,2025-01-23,APAC,C,1800,active,False
1761,2025-10-25,NA,A,3350,active,False
1762,2026-04-17,EU,A,4700,active,False
1763,2025-09-10,NA,A,4100,active,False
1764,2026-04-15,EU,B,3850,active,False
1765,2025-02-15,EU,A,4550,active,False
1766,2026-03-03,NA,A,3050,active,False
1767,2026-03-28,APAC,D,1200,defaulted,False
1768,2026-04-01,APAC,C,2500,active,False
1769,2026-01-13,EU,C,2250,active,False
1770,2025-06-14,NA,A,5200,active,False
1771,2026-03-20,APAC,B,3750,active,False
1772,2025-11-26,EU,E,900,defaulted,False
1773,2026-04-23,EU,B,2350,active,False
1774,2025-02-11,NA,B,3350,defaulted,False
1775,2026-03-13,EU,B,2100,active,False
1776,2025-04-02,EU,A,3700,active,False
1777,2025-09-07,NA,D,900,active,False
1778,2025-05-29,NA,A,5400,active,False
1779,2025-02-14,NA,A,3300,active,False
1780,2026-05-13,EU,C,1400,active,False
1781,2026-05-17,EU,A,4150,active,False
1782,2025-05-20,EU,B,3850,active,False
1783,2025-08-20,EU,A,4300,active,False
1784,2025-12-12,NA,B,4100,active,False
1785,2025-07-14,EU,C,2450,active,False
1786,2025-04-03,APAC,D,1300,active,False
1787,2025-09-10,APAC,C,2400,active,False
1788,2025-07-10,NA,B,2500,defaulted,False
1789,2026-01-22,LATAM,E,850,active,False
1790,2026-03-22,APAC,A,4300,active,False
1791,2025-05-04,NA,D,1200,defaulted,False
1792,2025-11-24,NA,B,3850,defaulted,False
1793,2025-09-29,NA,B,2800,defaulted,False
1794,2026-05-31,EU,B,3650,active,False
1795,2025-07-22,APAC,D,950,active,False
1796,2026-02-05,APAC,B,2750,active,False
1797,2025-07-28,NA,B,3450,active,False
1798,2025-12-29,NA,E,700,defaulted,False
1799,2025-05-28,APAC,B,2400,active,False
1800,2026-03-28,LATAM,B,3150,active,False
1801,2025-12-11,APAC,A,5250,active,False
1802,2026-05-03,NA,A,4700,active,False
1803,2025-10-09,NA,C,2200,active,False
1804,2025-03-31,NA,A,4200,active,False
1805,2026-02-23,EU,A,3000,active,False
1806,2025-01-03,NA,A,3200,active,False
1807,2025-07-14,NA,C,2400,active,False
1808,2025-03-22,EU,C,1650,active,False
1809,2026-03-11,NA,B,2550,active,False
1810,2025-07-25,EU,C,2000,active,False
1811,2026-01-01,NA,B,2500,active,False
1812,2025-07-29,EU,B,3750,active,False
1813,2025-08-13,EU,B,2500,active,False
1814,2025-03-29,EU,B,2600,active,False
1815,2025-03-24,EU,C,2550,active,False
1816,2025-02-22,APAC,C,1700,active,False
1817,2025-10-01,EU,B,2600,active,False
1818,2025-07-21,APAC,D,850,defaulted,False
1819,2025-12-27,NA,B,2700,active,False
1820,2026-01-28,EU,C,2550,active,False
1821,2025-08-09,EU,D,900,active,False
1822,2025-04-15,NA,D,900,active,False
1823,2025-02-05,APAC,E,550,defaulted,False
1824,2026-02-09,EU,B,4000,active,False
1825,2025-09-10,NA,C,1500,active,False
1826,2026-03-21,EU,D,1100,active,False
1827,2025-08-19,EU,C,1650,defaulted,False
1828,2025-03-18,NA,C,2250,active,False
1829,2025-12-14,EU,A,5550,active,False
1830,2026-01-09,NA,C,2700,defaulted,False
1831,2025-07-16,NA,C,1950,active,False
1832,2025-03-03,NA,B,3250,active,False
1833,2026-04-24,NA,C,2250,active,False
1834,2025-11-20,LATAM,C,2700,active,False
1835,2026-05-30,APAC,C,2550,active,False
1836,2025-01-04,EU,A,3650,active,False
1837,2025-01-06,NA,B,2300,active,False
1838,2025-12-30,NA,B,3550,active,False
1839,2025-04-07,EU,B,3000,active,False
1840,2025-12-01,NA,B,3900,active,False
1841,2025-07-02,EU,C,2150,active,False
1842,2025-01-22,EU,C,1650,active,False
1843,2025-05-16,NA,B,3000,defaulted,False
1844,2026-01-19,EU,C,2450,active,False
1845,2025-08-13,NA,C,2450,active,False
1846,2025-06-21,EU,C,1900,active,False
1847,2025-01-17,EU,E,650,active,False
1848,2025-02-04,APAC,B,3550,active,False
1849,2026-04-25,EU,A,4200,active,False
1850,2025-11-04,EU,A,3950,active,False
1851,2025-10-18,EU,C,2350,active,False
1852,2025-08-07,NA,B,3300,active,False
1853,2025-02-03,NA,C,2450,active,False
1854,2025-10-12,NA,E,650,active,False
1855,2026-04-27,EU,B,3800,active,False
1856,2025-03-11,NA,B,2150,active,False
1857,2025-03-22,APAC,B,2800,active,False
1858,2025-12-01,APAC,A,3800,active,False
1859,2025-04-22,EU,E,550,active,False
1860,2026-05-03,NA,B,2250,active,False
1861,2025-10-02,NA,D,1400,defaulted,False
1862,2026-05-25,EU,B,3700,active,False
1863,2025-08-21,NA,B,3500,active,False
1864,2025-07-31,NA,A,4200,defaulted,False
1865,2025-08-13,LATAM,D,1550,active,False
1866,2026-05-30,EU,B,3150,active,False
1867,2026-04-06,NA,A,4650,active,False
1868,2025-07-03,NA,B,3250,active,False
1869,2025-02-24,EU,A,3300,defaulted,False
1870,2025-08-29,EU,C,2700,defaulted,False
1871,2025-11-11,LATAM,B,3500,active,False
1872,2025-07-07,APAC,C,2200,active,False
1873,2025-12-04,LATAM,E,700,active,False
1874,2025-01-31,EU,C,2300,active,False
1875,2026-05-04,NA,C,1550,active,False
1876,2026-04-18,LATAM,E,750,active,False
1877,2025-07-26,EU,A,4200,active,False
1878,2026-05-24,NA,D,1000,active,False
1879,2025-02-01,NA,B,2750,defaulted,False
1880,2026-02-05,LATAM,D,1200,active,False
1881,2025-10-26,APAC,B,2400,active,False
1882,2025-02-15,NA,C,1450,active,False
1883,2025-08-22,NA,A,3150,active,False
1884,2026-05-03,NA,C,2300,active,False
1885,2025-09-23,NA,B,3900,active,False
1886,2026-01-08,EU,D,950,active,False
1887,2025-11-25,NA,B,3150,active,False
1888,2026-03-24,LATAM,C,1750,active,False
1889,2025-03-25,NA,A,3450,active,False
1890,2025-01-11,LATAM,C,2450,active,False
1891,2025-10-24,NA,C,2000,active,False
1892,2025-05-06,NA,B,2600,active,False
1893,2025-05-24,NA,A,4100,active,False
1894,2025-01-21,EU,B,3250,active,False
